"","Package","LibPath","Version","Priority","Depends","Imports","LinkingTo","Suggests","Enhances","License","License_is_FOSS","License_restricts_use","OS_type","MD5sum","NeedsCompilation","Built"
"seriation","seriation","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","1.2-8",NA,"R (>= 2.14.0)","TSP, qap, grid, cluster, gclus, dendextend, colorspace, MASS,
gplots, registry, methods, stats, grDevices",NA,"biclust, testthat, DendSer, GA",NA,"GPL-3",NA,NA,NA,NA,"yes","3.6.1"
"servr","servr","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","0.15",NA,"R (>= 3.0.0)","mime (>= 0.2), httpuv (>= 1.4.0), xfun, jsonlite",NA,"tools, later, rstudioapi, knitr (>= 1.9), rmarkdown",NA,"GPL",NA,NA,NA,NA,"no","3.6.1"
"sets","sets","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","1.0-18",NA,"R (>= 2.7.0)","graphics,grDevices,stats,utils",NA,"proxy",NA,"GPL-2",NA,NA,NA,NA,"yes","3.6.1"
"sf","sf","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","0.8-0",NA,"methods, R (>= 3.3.0)","classInt (>= 0.4-1), DBI (>= 0.8), graphics, grDevices, grid,
magrittr, Rcpp (>= 0.12.18), stats, tools, units (>= 0.6-0),
utils","Rcpp","blob, covr, dplyr (>= 0.8-3), ggplot2, knitr, lwgeom (>=
0.1-5), maps, maptools, mapview, microbenchmark, odbc, pillar,
pool, raster, rgdal, rgeos, rlang, rmarkdown, RPostgres (>=
1.1.0), RPostgreSQL, RSQLite, sp (>= 1.2-4), spatstat, stars
(>= 0.2-0), testthat, tibble (>= 1.4.1), tidyr (>= 1.0-0), tmap
(>= 2.0), vctrs",NA,"GPL-2 | MIT + file LICENSE",NA,NA,NA,NA,"yes","3.6.1"
"sgeostat","sgeostat","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","1.0-27",NA,"stats, grDevices, graphics, R (>= 2.0.0)",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.6.1"
"SGL","SGL","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","1.3",NA,NA,NA,NA,NA,NA,"GPL",NA,NA,NA,NA,"yes","3.6.1"
"sglOptim","sglOptim","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","1.3.8",NA,"R (>= 3.2.4), Matrix, foreach, doParallel","methods, stats, tools, utils","Rcpp, RcppProgress, RcppArmadillo, BH","knitr, rmarkdown",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.6.1"
"SHELF","SHELF","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","1.6.0",NA,"R (>= 3.5.0)","ggplot2, grid, shiny, stats, graphics, tidyr, MASS, ggExtra,
gridExtra, scales, rmarkdown, grDevices, shinyMatrix, utils,
ggridges, Hmisc",NA,"testthat, knitr, GGally",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"no","3.6.1"
"shinyAce","shinyAce","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","0.4.1",NA,"R (>= 3.3.0)","shiny (>= 1.0.5), jsonlite, utils, tools",NA,"testthat (>= 2.0.0), dplyr (>= 0.8.3)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","3.6.1"
"shinyBS","shinyBS","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","0.61",NA,NA,"shiny (>= 0.11), htmltools",NA,NA,NA,"GPL-3",NA,NA,NA,NA,"no","3.6.1"
"shinycssloaders","shinycssloaders","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","0.2.0",NA,NA,"digest, glue, grDevices, shiny",NA,NA,NA,"GPL-3",NA,NA,NA,NA,"no","3.6.1"
"shinydashboardPlus","shinydashboardPlus","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","0.7.0",NA,NA,"shiny, htmltools, shinydashboard",NA,"styler (>= 1.0.2), shinyAce, shinyWidgets, shinyEffects,
shinyjqui, knitr, rmarkdown",NA,"GPL (>= 2) | file LICENSE",NA,NA,NA,NA,"no","3.6.1"
"shinyEffects","shinyEffects","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","0.1.0",NA,NA,"htmltools, shiny, shinydashboard",NA,"shinydashboardPlus, bs4Dash, knitr",NA,"GPL-2",NA,NA,NA,NA,"no","3.6.1"
"shinyjqui","shinyjqui","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","0.3.2",NA,"R (>= 3.2.0)","shiny (>= 0.14.0), htmltools, htmlwidgets, jsonlite",NA,"ggplot2, highcharter, knitr, rmarkdown",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","3.6.1"
"shinyjs","shinyjs","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","1.0",NA,"R (>= 3.1.0)","digest (>= 0.6.8), htmltools (>= 0.2.9), jsonlite, shiny (>=
1.0.0)",NA,"knitr (>= 1.7), rmarkdown, shinyAce, testthat (>= 0.9.1), V8
(>= 0.6)",NA,"AGPL-3",NA,NA,NA,NA,"no","3.6.1"
"shinylogs","shinylogs","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","0.1.7",NA,NA,"htmltools, shiny (>= 1.1.0), jsonlite, data.table, bit64,
nanotime, digest, anytime, DBI, RSQLite",NA,"testthat",NA,"GPL-3",NA,NA,NA,NA,"no","3.6.1"
"shinyMatrix","shinyMatrix","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","0.2.0",NA,"R (>= 3.5)","shiny, jsonlite",NA,"testthat, covr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","3.6.1"
"shinystan","shinystan","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","2.5.0",NA,"R (>= 3.1.0), shiny (>= 1.0.3)","bayesplot (>= 1.5.0), colourpicker, DT (>= 0.2), dygraphs (>=
1.1.1.2), ggplot2 (>= 2.1.1), gridExtra, gtools, markdown (>=
0.7.4), methods, reshape2, rsconnect (>= 0.4.2), rstan (>=
2.17.1), stats, shinyjs (>= 0.6.0), shinythemes (>= 1.0.1),
threejs (>= 0.2.1), utils, xtable, xts (>= 0.9-7)",NA,"coda, knitr (>= 1.9), rmarkdown (>= 0.8.1), rstanarm (>=
2.17.4), testthat",NA,"GPL (>= 3)",NA,NA,NA,NA,"no","3.6.1"
"shinytest","shinytest","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","1.3.1",NA,NA,"assertthat, digest, crayon, debugme, parsedate, pingr, callr
(>= 2.0.3), R6, rematch, httr, shiny (>= 1.0.4), testthat (>=
1.0.0), utils, webdriver (>= 1.0.5), htmlwidgets, jsonlite,
withr, httpuv, rstudioapi (>= 0.8.0.9002)",NA,"rmarkdown, flexdashboard",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","3.6.1"
"shinyWidgets","shinyWidgets","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","0.4.9",NA,"R (>= 3.1.0)","shiny (>= 0.14), htmltools, jsonlite, grDevices, scales",NA,"shinydashboard, viridisLite, RColorBrewer, testthat, covr,
shinydashboardPlus, bs4Dash, argonR, argonDash, tablerDash",NA,"GPL-3 | file LICENSE",NA,NA,NA,NA,"no","3.6.1"
"showimage","showimage","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","1.0.0",NA,NA,"png, tools",NA,"covr, testthat",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"no","3.6.1"
"SIDES","SIDES","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","1.14",NA,"R (>= 3.1.2)","memoise (>= 1.0.0), nnet (>= 7.3-12), multicool (>= 0.1-9),
survival (>= 2.37-7), doParallel (>= 1.0.10), foreach (>=
1.4.3), MASS","",NA,NA,"GPL-3",NA,NA,NA,NA,"no","3.6.1"
"sigmajs","sigmajs","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","0.1.3",NA,"R (>= 2.10)","htmlwidgets, dplyr, magrittr, shiny, jsonlite, igraph,
htmltools, purrr, scales, crosstalk",NA,"knitr, rmarkdown, DT, testthat, covr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","3.6.1"
"sigr","sigr","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","1.0.6",NA,"R (>= 3.2.1)","wrapr (>= 1.8.8), stats",NA,"pwr, parallel, knitr, rmarkdown, RUnit",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"no","3.6.1"
"simstudy","simstudy","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","0.1.15",NA,"R (>= 3.2.2)","Rcpp, data.table, mvnfast, mvtnorm","Rcpp","testthat, knitr, rmarkdown, ggplot2, grid, gridExtra,
survival, splines, formatR, mgcv, Matrix",NA,"GPL-3",NA,NA,NA,NA,"yes","3.6.1"
"sjlabelled","sjlabelled","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","1.1.1",NA,"R (>= 3.2)","haven (>= 1.1.2), insight (>= 0.4.1), magrittr, purrr, rlang,
stats, tidyselect, tools, utils",NA,"dplyr, sjmisc, sjPlot, knitr, rmarkdown, snakecase, testthat",NA,"GPL-3",NA,NA,NA,NA,"no","3.6.1"
"sjmisc","sjmisc","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","2.8.2",NA,"R (>= 3.2)","dplyr (>= 0.8.0), insight (>= 0.5.0), magrittr, methods,
purrr, rlang, sjlabelled (>= 1.1.1), stats, tidyselect (>=
0.2.5), utils",NA,"ggplot2, graphics, haven (>= 1.1.2), mice, sjPlot, sjstats,
knitr, rmarkdown, stringdist, testthat, tidyr",NA,"GPL-3",NA,NA,NA,NA,"no","3.6.1"
"sjstats","sjstats","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","0.17.6",NA,"R (>= 3.2)","bayestestR (>= 0.2.5), broom, dplyr (>= 0.8.1), emmeans,
insight (>= 0.4.1), lme4, magrittr, MASS, modelr, parameters
(>= 0.1.0), performance (>= 0.3.0), purrr, rlang, sjlabelled
(>= 1.1.0), sjmisc (>= 2.8.1), stats, tidyr, utils",NA,"brms, car, coin, ggplot2, graphics, httr, knitr, mediation,
nlme, pbkrtest (>= 0.4-7), pscl, pwr, sandwich, sjPlot, survey,
rstan, rstanarm, VGAM, Zelig, testthat",NA,"GPL-3",NA,NA,NA,NA,"no","3.6.1"
"skimr","skimr","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","1.0.7",NA,"R (>= 3.1.2)","cli, dplyr (>= 0.7), magrittr, pander, purrr, rlang, stats,
stringr (>= 1.1), knitr (>= 1.2), tibble (>= 0.6), tidyr (>=
0.7), tidyselect (>= 0.2.4)",NA,"extrafont, rmarkdown, testthat (>= 2.0.0), withr, covr",NA,"GPL-3",NA,NA,NA,NA,"no","3.6.1"
"smoothSurv","smoothSurv","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","2.0.1",NA,"R (>= 3.0.0), survival","graphics, stats",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.6.1"
"SnakeCharmR","SnakeCharmR","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","1.0.7.1",NA,NA,"jsonlite (>= 1.3), stringr (>= 1.2.0), Rcpp (>= 0.12.0), utils","Rcpp","testthat (>= 1.0.0)",NA,"GPL-2",NA,NA,"unix",NA,"yes","3.6.1"
"SnowballC","SnowballC","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","0.6.0",NA,NA,NA,NA,NA,NA,"BSD_3_clause + file LICENSE",NA,NA,NA,NA,"yes","3.6.1"
"SNPassoc","SNPassoc","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","1.9-2",NA,"R (>= 3.0.0), haplo.stats, survival, mvtnorm, parallel",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.6.1"
"spam64","spam64","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","2.4-0",NA,NA,NA,NA,"spam (== 2.4-0)",NA,"LGPL-2 | BSD_3_clause + file LICENSE",NA,NA,NA,NA,"yes","3.6.1"
"sparsepp","sparsepp","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","1.22",NA,NA,NA,NA,"Rcpp",NA,"BSD_3_clause + file LICENSE",NA,NA,NA,NA,"no","3.6.1"
"spc4sts","spc4sts","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","0.5.1",NA,"rpart, gridExtra, LS2Wstat",NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","3.6.1"
"spdep","spdep","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","1.1-3",NA,"R (>= 3.3.0), methods, sp (>= 1.0), spData (>= 0.2.6.0), sf","deldir, boot (>= 1.3-1), graphics, grDevices, utils, stats,
Matrix, LearnBayes, MASS, coda, expm, gmodels, nlme",NA,"spatialreg (>= 1.1-1), parallel, RANN, rgeos, RColorBrewer,
lattice, xtable, maptools (>= 0.5-4), foreign, igraph,
RSpectra, knitr, rgdal, classInt, tmap, spam",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.6.1"
"splancs","splancs","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","2.01-40",NA,"R (>= 2.10.0), sp (>= 0.9)","stats, graphics, grDevices, methods",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.6.1"
"splines2","splines2","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","0.2.8",NA,"R (>= 3.2.3)","splines, stats",NA,"knitr, rmarkdown, testthat",NA,"GPL (>= 3)",NA,NA,NA,NA,"no","3.6.1"
"spray","spray","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","1.0-8",NA,"methods","Rcpp (>= 0.12.3),partitions,magic","Rcpp","polynom, testthat",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.6.1"
"sqldf","sqldf","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","0.4-11",NA,"R (>= 3.1.0), gsubfn (>= 0.6), proto, RSQLite","DBI, chron",NA,"RH2, RMySQL, RPostgreSQL, svUnit, tcltk, MASS",NA,"GPL-2",NA,NA,NA,NA,"no","3.6.1"
"ssanv","ssanv","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","1.1",NA,"R (>= 2.1.1), stats",NA,NA,NA,NA,"GPL-3",NA,NA,NA,NA,"no","3.6.1"
"ssgraph","ssgraph","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","1.10",NA,"BDgraph (>= 2.58)",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.6.1"
"SSRMST","SSRMST","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","0.1.1",NA,"R (>= 3.4.0)","survival, survRM2",NA,"knitr, rmarkdown",NA,"GPL-2",NA,NA,NA,NA,"no","3.6.1"
"StanHeaders","StanHeaders","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","2.19.0",NA,"R (>= 3.4.0)",NA,NA,"Rcpp, RcppEigen, BH, knitr (>= 1.15.1), rmarkdown, Matrix,
methods, rstan",NA,"BSD_3_clause + file LICENSE",NA,NA,NA,NA,"yes","3.6.1"
"stargazer","stargazer","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","5.2.2",NA,NA,"stats, utils",NA,NA,"AER, betareg, brglm, censReg, dynlm, eha, erer, ergm, fGarch,
gee, glmx, gmm, lfe, lme4, lmtest, MASS, mclogit, mgcv, mlogit,
mnlogit, nlme, nnet, ordinal, plm, pscl, quantreg, rms,
relevent, robustbase, sampleSelection, spdep, survey, survival,
Zelig","GPL (>= 2)",NA,NA,NA,NA,"no","3.6.1"
"StatRank","StatRank","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","0.0.6",NA,NA,"truncdist, plyr, ggplot2",NA,"gridExtra, grid, testthat, lattice",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.6.1"
"statsExpressions","statsExpressions","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","0.1.1",NA,"R (>= 3.5.0)","BayesFactor (>= 0.9.12-4.2), boot (>= 1.3-22), broomExtra (>=
0.0.5), crayon (>= 1.3.4), dplyr (>= 0.8.3), ellipsis (>=
0.2.0.1), ez (>= 4.4-0), groupedstats, magrittr (>= 1.5),
MCMCpack (>= 1.4-4), methods, psych, rcompanion (>= 2.3.0),
rlang (>= 0.4.0), stats, tibble (>= 2.1.3), tidyr (>= 0.8.3),
WRS2 (>= 1.0-0)",NA,"ggplot2, knitr, rmarkdown, spelling, testthat",NA,"GPL-3 | file LICENSE",NA,NA,NA,NA,"no","3.6.1"
"stochQN","stochQN","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","0.1.2",NA,NA,NA,NA,NA,NA,"BSD_2_clause + file LICENSE",NA,NA,NA,NA,"yes","3.6.1"
"stopwords","stopwords","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","1.0",NA,"R (>= 2.10)","ISOcodes",NA,"covr, lintr, quanteda, spelling, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","3.6.1"
"storr","storr","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","1.2.1",NA,"R (>= 3.1.0)","R6 (>= 2.1.0), digest",NA,"DBI (>= 0.6), RSQLite (>= 1.1-2), RPostgres, knitr, mockr,
parallel, progress, rbenchmark, testthat (>= 1.0.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","3.6.1"
"StratifiedMedicine","StratifiedMedicine","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","0.2.1",NA,"R (>= 3.4),","dplyr, partykit, ranger, survival, glmnet, ggplot2, ggparty,
mvtnorm",NA,"knitr, rmarkdown, MASS, BART, randomForestSRC, grf, survRM2,
TH.data, coin, rpart, testthat (>= 2.1.0)",NA,"GPL-3",NA,NA,NA,NA,"no","3.6.1"
"stringdist","stringdist","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","0.9.5.5",NA,"R (>= 2.15.3)","parallel",NA,"tinytest",NA,"GPL-3",NA,NA,NA,NA,"yes","3.6.1"
"styler","styler","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","1.2.0",NA,NA,"backports (>= 1.1.0), cli (>= 1.1.0), magrittr (>= 1.0.1),
purrr (>= 0.2.3), rematch2 (>= 2.0.1), rlang (>= 0.1.1),
rprojroot (>= 1.1), tibble (>= 1.4.2), tools, withr (>= 1.0.0),
xfun (>= 0.1)",NA,"data.tree (>= 0.1.6), dplyr, here, knitr, prettycode,
rmarkdown, rstudioapi (>= 0.7), testthat (>= 2.1.0)",NA,"GPL-3",NA,NA,NA,NA,"no","3.6.1"
"subgroup.discovery","subgroup.discovery","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","0.2.1",NA,"R (>= 2.10)",NA,NA,"testthat",NA,"GPL-3",NA,NA,NA,NA,"no","3.6.1"
"SubgrpID","SubgrpID","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","0.11",NA,"R (>= 2.1.0),AIM, survival, ggplot2, Matrix","rpart, stats, glmnet",NA,NA,NA,"GPL-3",NA,NA,NA,NA,"no","3.6.1"
"subprocess","subprocess","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","0.8.3",NA,"R (>= 3.2.0)",NA,NA,"mockery, testthat, knitr, rmarkdown (>= 1.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","3.6.1"
"subscreen","subscreen","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","2.0.1",NA,NA,"utils, plyr, data.table, grDevices, graphics, shiny, DT,
stats, shinyjs, bsplus, jsonlite, colourpicker, dplyr,
randomForestSRC, V8",NA,"parallel, survival, knitr, rmarkdown",NA,"GPL-3",NA,NA,NA,NA,"no","3.6.1"
"superpc","superpc","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","1.09",NA,"survival",NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,NA,"3.6.1"
"SurvBoost","SurvBoost","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","0.1.2",NA,"R (>= 2.10), survival","Rcpp, mvtnorm, ggplot2, plyr, reshape2, directlabels","Rcpp, RcppArmadillo, RcppParallel",NA,NA,"GPL-3",NA,NA,NA,NA,"yes","3.6.1"
"survC1","survC1","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","1.0-2",NA,"survival",NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,NA,"3.6.1"
"survey","survey","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","3.36",NA,"R (>= 3.1.0), grid, methods, Matrix, survival","stats, graphics, splines, lattice, minqa, numDeriv, mitools
(>= 2.4)",NA,"foreign, MASS, KernSmooth, hexbin, RSQLite, RODBC, quantreg,
parallel, CompQuadForm, DBI",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"no","3.6.1"
"survminer","survminer","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","0.4.6",NA,"ggplot2, ggpubr(>= 0.1.6)","grid, gridExtra (>= 2.0), magrittr, maxstat, methods, scales,
survival, stats, broom, dplyr, tidyr, survMisc, purrr, tibble",NA,"knitr, flexsurv, cmprsk",NA,"GPL-2",NA,NA,NA,NA,"no","3.6.1"
"survMisc","survMisc","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","0.5.5",NA,"survival","graphics, grDevices, stats, utils, knitr, KMsurv, ggplot2,
data.table, zoo, grid, gridExtra, km.ci, xtable",NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","3.6.1"
"survRM2","survRM2","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","1.0-2",NA,"survival",NA,NA,"knitr, rmarkdown",NA,"GPL-2",NA,NA,NA,NA,"no","3.6.1"
"svmpath","svmpath","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","0.955",NA,NA,NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,"yes","3.6.1"
"svUnit","svUnit","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","0.7-12",NA,"R (>= 1.9.0)",NA,NA,"svGUI, datasets, utils, XML",NA,"GPL-2",NA,NA,NA,NA,"no","3.6.1"
"swirl","swirl","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","2.4.4",NA,"R (>= 3.1.0)","stringr, testthat (>= 1.0.2), httr (>= 1.1.0), yaml, RCurl,
digest, tools, methods",NA,"stringi",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","3.6.1"
"sysfonts","sysfonts","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","0.8",NA,NA,NA,NA,"curl, jsonlite",NA,"GPL-2",NA,NA,NA,NA,"yes","3.6.1"
"systemfit","systemfit","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","1.1-22",NA,"R (>= 3.2.0), Matrix, car (>= 2.0-0), lmtest","stats (>= 2.14.0), sandwich (>= 2.2-9), MASS, methods",NA,"plm (>= 1.0-1), sem (>= 2.0-0)",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.6.1"
"systemfonts","systemfonts","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","0.1.1",NA,NA,NA,NA,"testthat (>= 2.1.0), covr, knitr, rmarkdown, tools",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","3.6.1"
"tcltk2","tcltk2","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","1.2-11",NA,"R (>= 2.8.0), tcltk",NA,NA,"utils",NA,"LGPL-3 + file LICENSE",NA,NA,NA,NA,"no","3.6.1"
"testthis","testthis","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","1.1.0",NA,NA,"assertthat, devtools, usethis (>= 0.1.0), testthat, stringi,
magrittr, utils, stats, tools, pkgload, rprojroot, fs",NA,"knitr, rmarkdown, rstudioapi, roxygen2 (>= 5.0.0), covr,
crayon",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","3.6.1"
"texreg","texreg","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","1.36.23",NA,"R (>= 2.15.0)","methods, grDevices, graphics, stats",NA,"nlme, survival, network, ergm, lme4 (>= 1.0), btergm, Zelig
(>= 5.0-16)","AER, betareg, brglm, censReg, dynlm, eha, erer, fGarch,
gamlss, gee, geepack, gmm, h2o, latentnet, lmtest, lqmm, MASS,
mfx, mgcv, mlogit, mnlogit, MuMIn, nnet, ordinal, plm, pscl,
quantreg, relevent, rms, robustbase, RSiena, sampleSelection,
simex, sna, spdep, survey, systemfit, tergm, VGAM, xergm","GPL-2 | GPL-3",NA,NA,NA,NA,"no","3.6.1"
"text2vec","text2vec","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","0.5.1",NA,"R (>= 3.2.0), methods","Matrix (>= 1.1), Rcpp (>= 0.11), RcppParallel (>= 4.3.14),
digest (>= 0.6.8), foreach(>= 1.4.3), data.table(>= 1.9.6),
irlba (>= 2.2.1), R6 (>= 2.1.2), futile.logger (>= 1.4.3),
stringi (>= 1.1.5), mlapi (>= 0.1.0)","Rcpp, RcppParallel, digest, sparsepp (>= 0.2.0)","doParallel, testthat, covr, knitr, rmarkdown, glmnet,
parallel, tokenizers, magrittr",NA,"GPL (>= 2) | file LICENSE",NA,NA,NA,NA,"yes","3.6.1"
